filename,height,width,x,y
gs://fish_bucket/input/train/ALB/img_07657.jpg,196,130,703,488
gs://fish_bucket/input/train/ALB/img_07652.jpg,194,69,117,477
gs://fish_bucket/input/train/ALB/img_07651.jpg,321,100,949,186
gs://fish_bucket/input/train/ALB/img_07647.jpg,146,316,392,213
gs://fish_bucket/input/train/ALB/img_07645.jpg,163,215,662,321
gs://fish_bucket/input/train/ALB/img_07640.jpg,63,175,174,349
gs://fish_bucket/input/train/ALB/img_07639.jpg,181,291,360,152
gs://fish_bucket/input/train/ALB/img_07638.jpg,117,102,387,136
gs://fish_bucket/input/train/ALB/img_07636.jpg,179,208,612,444
gs://fish_bucket/input/train/ALB/img_07619.jpg,142,84,617,351
gs://fish_bucket/input/train/ALB/img_07617.jpg,112,322,272,62
gs://fish_bucket/input/train/ALB/img_07614.jpg,111,367,656,203
gs://fish_bucket/input/train/ALB/img_07608.jpg,148,58,309,116
gs://fish_bucket/input/train/ALB/img_07604.jpg,121,58,840,485
gs://fish_bucket/input/train/ALB/img_07603.jpg,114,137,638,370
gs://fish_bucket/input/train/ALB/img_07587.jpg,109,155,759,343
gs://fish_bucket/input/train/ALB/img_07576.jpg,128,362,540,153
gs://fish_bucket/input/train/ALB/img_07567.jpg,89,302,411,281
gs://fish_bucket/input/train/ALB/img_07566.jpg,81,149,165,368
gs://fish_bucket/input/train/ALB/img_07560.jpg,182,319,645,336
gs://fish_bucket/input/train/ALB/img_07559.jpg,132,118,223,381
gs://fish_bucket/input/train/ALB/img_07558.jpg,158,386,554,192
gs://fish_bucket/input/train/ALB/img_07554.jpg,47,128,568,325
gs://fish_bucket/input/train/ALB/img_07549.jpg,176,426,629,574
gs://fish_bucket/input/train/ALB/img_07542.jpg,139,120,610,353
gs://fish_bucket/input/train/ALB/img_07540.jpg,122,325,266,53
gs://fish_bucket/input/train/ALB/img_07537.jpg,124,230,458,65
gs://fish_bucket/input/train/ALB/img_07527.jpg,146,362,389,215
gs://fish_bucket/input/train/ALB/img_07522.jpg,79,51,804,303
gs://fish_bucket/input/train/ALB/img_07520.jpg,139,387,597,337
gs://fish_bucket/input/train/ALB/img_07511.jpg,91,354,317,194
gs://fish_bucket/input/train/ALB/img_07492.jpg,100,65,842,304
gs://fish_bucket/input/train/ALB/img_07491.jpg,356,225,919,250
gs://fish_bucket/input/train/ALB/img_07489.jpg,144,192,306,242
gs://fish_bucket/input/train/ALB/img_07488.jpg,112,322,271,59
gs://fish_bucket/input/train/ALB/img_07486.jpg,174,423,544,242
gs://fish_bucket/input/train/ALB/img_07479.jpg,57,166,367,454
gs://fish_bucket/input/train/ALB/img_07477.jpg,118,320,270,59
gs://fish_bucket/input/train/ALB/img_07476.jpg,236,344,610,112
gs://fish_bucket/input/train/ALB/img_07471.jpg,47,133,232,422
gs://fish_bucket/input/train/ALB/img_07470.jpg,91,62,783,256
gs://fish_bucket/input/train/ALB/img_07465.jpg,154,332,755,597
gs://fish_bucket/input/train/ALB/img_07463.jpg,176,417,474,386
gs://fish_bucket/input/train/ALB/img_07461.jpg,57,98,294,392
gs://fish_bucket/input/train/ALB/img_07459.jpg,149,245,762,24
gs://fish_bucket/input/train/ALB/img_07454.jpg,100,112,415,425
gs://fish_bucket/input/train/ALB/img_07452.jpg,129,181,779,10
gs://fish_bucket/input/train/ALB/img_07450.jpg,125,192,754,208
gs://fish_bucket/input/train/ALB/img_07449.jpg,92,39,619,141
gs://fish_bucket/input/train/ALB/img_07447.jpg,75,133,163,390
gs://fish_bucket/input/train/ALB/img_07445.jpg,108,137,422,409
gs://fish_bucket/input/train/ALB/img_07444.jpg,106,310,894,292
gs://fish_bucket/input/train/ALB/img_07443.jpg,160,154,217,53
gs://fish_bucket/input/train/ALB/img_07442.jpg,161,320,794,186
gs://fish_bucket/input/train/ALB/img_07441.jpg,58,163,273,436
gs://fish_bucket/input/train/ALB/img_07439.jpg,136,50,843,293
gs://fish_bucket/input/train/ALB/img_07437.jpg,53,148,186,421
gs://fish_bucket/input/train/ALB/img_07435.jpg,64,144,223,415
gs://fish_bucket/input/train/ALB/img_07432.jpg,169,87,642,348
gs://fish_bucket/input/train/ALB/img_07424.jpg,289,405,380,237
gs://fish_bucket/input/train/ALB/img_07423.jpg,81,46,626,484
gs://fish_bucket/input/train/ALB/img_07418.jpg,175,190,611,449
gs://fish_bucket/input/train/ALB/img_07412.jpg,180,111,602,344
gs://fish_bucket/input/train/ALB/img_07406.jpg,68,163,334,415
gs://fish_bucket/input/train/ALB/img_07404.jpg,196,299,781,189
gs://fish_bucket/input/train/ALB/img_07398.jpg,120,358,515,68
gs://fish_bucket/input/train/ALB/img_07397.jpg,163,308,497,162
gs://fish_bucket/input/train/ALB/img_07396.jpg,60,158,173,385
gs://fish_bucket/input/train/ALB/img_07394.jpg,160,153,219,55
gs://fish_bucket/input/train/ALB/img_07390.jpg,171,99,796,601
gs://fish_bucket/input/train/ALB/img_07384.jpg,107,348,379,95
gs://fish_bucket/input/train/ALB/img_07381.jpg,157,384,530,182
gs://fish_bucket/input/train/ALB/img_07380.jpg,122,328,265,59
gs://fish_bucket/input/train/ALB/img_07377.jpg,91,160,308,176
gs://fish_bucket/input/train/ALB/img_07374.jpg,158,61,463,343
gs://fish_bucket/input/train/ALB/img_07366.jpg,193,235,59,360
gs://fish_bucket/input/train/ALB/img_07358.jpg,134,52,386,385
gs://fish_bucket/input/train/ALB/img_07349.jpg,113,164,754,340
gs://fish_bucket/input/train/ALB/img_07335.jpg,147,355,517,72
gs://fish_bucket/input/train/ALB/img_07328.jpg,137,183,613,363
gs://fish_bucket/input/train/ALB/img_07316.jpg,122,51,772,256
gs://fish_bucket/input/train/ALB/img_07307.jpg,150,64,370,385
gs://fish_bucket/input/train/ALB/img_07306.jpg,449,151,262,178
gs://fish_bucket/input/train/ALB/img_07300.jpg,167,97,227,268
gs://fish_bucket/input/train/ALB/img_07299.jpg,138,97,809,352
gs://fish_bucket/input/train/ALB/img_07298.jpg,276,267,346,146
gs://fish_bucket/input/train/ALB/img_07296.jpg,111,318,794,202
gs://fish_bucket/input/train/ALB/img_07291.jpg,129,394,575,189
gs://fish_bucket/input/train/ALB/img_07285.jpg,120,105,441,34
gs://fish_bucket/input/train/ALB/img_07280.jpg,194,166,669,460
gs://fish_bucket/input/train/ALB/img_07272.jpg,411,118,40,194
gs://fish_bucket/input/train/ALB/img_07271.jpg,223,206,485,235
gs://fish_bucket/input/train/ALB/img_07262.jpg,118,349,424,130
gs://fish_bucket/input/train/ALB/img_07257.jpg,162,81,460,489
gs://fish_bucket/input/train/ALB/img_07255.jpg,91,269,397,65
gs://fish_bucket/input/train/ALB/img_07252.jpg,106,247,439,319
gs://fish_bucket/input/train/ALB/img_07242.jpg,42,135,269,430
gs://fish_bucket/input/train/ALB/img_07241.jpg,109,193,663,386
gs://fish_bucket/input/train/ALB/img_07240.jpg,53,104,755,286
gs://fish_bucket/input/train/ALB/img_07239.jpg,57,128,434,400
gs://fish_bucket/input/train/ALB/img_07232.jpg,82,156,989,508
gs://fish_bucket/input/train/ALB/img_07228.jpg,151,141,233,64
gs://fish_bucket/input/train/ALB/img_07225.jpg,106,353,379,64
gs://fish_bucket/input/train/ALB/img_07223.jpg,182,322,619,79
gs://fish_bucket/input/train/ALB/img_07222.jpg,93,153,303,212
gs://fish_bucket/input/train/ALB/img_07218.jpg,113,311,293,77
gs://fish_bucket/input/train/ALB/img_07214.jpg,177,369,596,188
gs://fish_bucket/input/train/ALB/img_07210.jpg,65,158,332,418
gs://fish_bucket/input/train/ALB/img_07207.jpg,127,151,307,147
gs://fish_bucket/input/train/ALB/img_07204.jpg,72,161,462,451
gs://fish_bucket/input/train/ALB/img_07200.jpg,187,127,616,433
gs://fish_bucket/input/train/ALB/img_07197.jpg,128,388,458,252
gs://fish_bucket/input/train/ALB/img_07195.jpg,243,663,148,581
gs://fish_bucket/input/train/ALB/img_07193.jpg,134,116,639,344
gs://fish_bucket/input/train/ALB/img_07180.jpg,85,50,808,300
gs://fish_bucket/input/train/ALB/img_07178.jpg,103,254,360,14
gs://fish_bucket/input/train/ALB/img_07174.jpg,113,194,1047,233
gs://fish_bucket/input/train/ALB/img_07172.jpg,155,161,650,339
gs://fish_bucket/input/train/ALB/img_07171.jpg,159,307,461,228
gs://fish_bucket/input/train/ALB/img_07170.jpg,186,212,432,151
gs://fish_bucket/input/train/ALB/img_07168.jpg,102,351,596,149
gs://fish_bucket/input/train/ALB/img_07167.jpg,150,285,876,182
gs://fish_bucket/input/train/ALB/img_07163.jpg,67,120,438,402
gs://fish_bucket/input/train/ALB/img_07162.jpg,62,151,252,415
gs://fish_bucket/input/train/ALB/img_07159.jpg,46,33,618,581
gs://fish_bucket/input/train/ALB/img_07155.jpg,156,99,638,209
gs://fish_bucket/input/train/ALB/img_07153.jpg,98,160,294,193
gs://fish_bucket/input/train/ALB/img_07150.jpg,135,86,690,160
gs://fish_bucket/input/train/ALB/img_07145.jpg,147,54,564,363
gs://fish_bucket/input/train/ALB/img_07136.jpg,166,219,459,272
gs://fish_bucket/input/train/ALB/img_07134.jpg,185,289,339,185
gs://fish_bucket/input/train/ALB/img_07133.jpg,199,138,672,458
gs://fish_bucket/input/train/ALB/img_07127.jpg,177,201,614,449
gs://fish_bucket/input/train/ALB/img_07126.jpg,80,64,802,302
gs://fish_bucket/input/train/ALB/img_07118.jpg,64,165,327,418
gs://fish_bucket/input/train/ALB/img_07117.jpg,74,243,388,264
gs://fish_bucket/input/train/ALB/img_07114.jpg,174,45,122,471
gs://fish_bucket/input/train/ALB/img_07113.jpg,64,27,992,305
gs://fish_bucket/input/train/ALB/img_07108.jpg,164,186,754,7
gs://fish_bucket/input/train/ALB/img_07105.jpg,187,326,792,378
gs://fish_bucket/input/train/ALB/img_07098.jpg,220,293,225,292
gs://fish_bucket/input/train/ALB/img_07096.jpg,96,171,706,160
gs://fish_bucket/input/train/ALB/img_07092.jpg,104,166,289,212
gs://fish_bucket/input/train/ALB/img_07090.jpg,44,166,427,385
gs://fish_bucket/input/train/ALB/img_07083.jpg,151,303,384,280
gs://fish_bucket/input/train/ALB/img_07081.jpg,163,146,220,56
gs://fish_bucket/input/train/ALB/img_07078.jpg,105,185,637,187
gs://fish_bucket/input/train/ALB/img_07076.jpg,163,73,424,300
gs://fish_bucket/input/train/ALB/img_07075.jpg,116,254,393,260
gs://fish_bucket/input/train/ALB/img_07071.jpg,77,36,865,230
gs://fish_bucket/input/train/ALB/img_07057.jpg,164,314,181,309
gs://fish_bucket/input/train/ALB/img_07048.jpg,48,140,352,402
gs://fish_bucket/input/train/ALB/img_07046.jpg,175,427,632,571
gs://fish_bucket/input/train/ALB/img_07041.jpg,82,288,370,259
gs://fish_bucket/input/train/ALB/img_07040.jpg,117,136,779,275
gs://fish_bucket/input/train/ALB/img_07039.jpg,168,259,380,159
gs://fish_bucket/input/train/ALB/img_07037.jpg,122,194,1052,227
gs://fish_bucket/input/train/ALB/img_07035.jpg,103,114,418,426
gs://fish_bucket/input/train/ALB/img_07033.jpg,102,88,460,380
gs://fish_bucket/input/train/ALB/img_07031.jpg,119,200,395,65
gs://fish_bucket/input/train/ALB/img_07030.jpg,104,93,547,297
gs://fish_bucket/input/train/ALB/img_07021.jpg,167,75,105,489
gs://fish_bucket/input/train/ALB/img_07020.jpg,208,186,488,256
gs://fish_bucket/input/train/ALB/img_07018.jpg,65,165,325,413
gs://fish_bucket/input/train/ALB/img_07016.jpg,195,300,780,190
gs://fish_bucket/input/train/ALB/img_07014.jpg,129,312,275,62
gs://fish_bucket/input/train/ALB/img_07009.jpg,177,299,781,191
gs://fish_bucket/input/train/ALB/img_07008.jpg,0,0,0,0
gs://fish_bucket/input/train/ALB/img_07001.jpg,211,402,530,110
gs://fish_bucket/input/train/ALB/img_07000.jpg,186,127,741,492
gs://fish_bucket/input/train/ALB/img_06999.jpg,216,285,356,104
gs://fish_bucket/input/train/ALB/img_06995.jpg,178,367,679,125
gs://fish_bucket/input/train/ALB/img_06991.jpg,73,28,482,195
gs://fish_bucket/input/train/ALB/img_06989.jpg,123,142,652,369
gs://fish_bucket/input/train/ALB/img_06987.jpg,155,427,465,381
gs://fish_bucket/input/train/ALB/img_06979.jpg,338,134,970,180
gs://fish_bucket/input/train/ALB/img_06976.jpg,108,325,442,112
gs://fish_bucket/input/train/ALB/img_06970.jpg,173,89,440,298
gs://fish_bucket/input/train/ALB/img_06963.jpg,124,251,366,9
gs://fish_bucket/input/train/ALB/img_06961.jpg,131,291,353,214
gs://fish_bucket/input/train/ALB/img_06960.jpg,123,192,661,418
gs://fish_bucket/input/train/ALB/img_06950.jpg,104,286,308,65
gs://fish_bucket/input/train/ALB/img_06948.jpg,140,327,737,343
gs://fish_bucket/input/train/ALB/img_06944.jpg,131,187,631,361
gs://fish_bucket/input/train/ALB/img_06942.jpg,77,190,696,186
gs://fish_bucket/input/train/ALB/img_06935.jpg,37,128,524,514
gs://fish_bucket/input/train/ALB/img_06932.jpg,188,382,523,145
gs://fish_bucket/input/train/ALB/img_06931.jpg,108,76,750,294
gs://fish_bucket/input/train/ALB/img_06929.jpg,111,137,631,344
gs://fish_bucket/input/train/ALB/img_06923.jpg,69,33,841,293
gs://fish_bucket/input/train/ALB/img_06918.jpg,86,102,496,396
gs://fish_bucket/input/train/ALB/img_06915.jpg,185,68,107,471
gs://fish_bucket/input/train/ALB/img_06907.jpg,143,120,613,352
gs://fish_bucket/input/train/ALB/img_06906.jpg,109,379,478,69
gs://fish_bucket/input/train/ALB/img_06900.jpg,177,138,827,608
gs://fish_bucket/input/train/ALB/img_06887.jpg,196,475,456,526
gs://fish_bucket/input/train/ALB/img_06884.jpg,184,426,632,572
gs://fish_bucket/input/train/ALB/img_06882.jpg,132,128,785,324
gs://fish_bucket/input/train/ALB/img_06879.jpg,131,52,567,381
gs://fish_bucket/input/train/ALB/img_06873.jpg,194,419,631,561
gs://fish_bucket/input/train/ALB/img_06868.jpg,174,320,625,74
gs://fish_bucket/input/train/ALB/img_06866.jpg,115,92,727,338
gs://fish_bucket/input/train/ALB/img_06865.jpg,139,118,765,335
gs://fish_bucket/input/train/ALB/img_06864.jpg,71,106,640,354
gs://fish_bucket/input/train/ALB/img_06853.jpg,126,133,631,362
gs://fish_bucket/input/train/ALB/img_06852.jpg,77,113,495,404
gs://fish_bucket/input/train/ALB/img_06850.jpg,194,61,116,481
gs://fish_bucket/input/train/ALB/img_06844.jpg,189,100,565,249
gs://fish_bucket/input/train/ALB/img_06843.jpg,174,127,698,223
gs://fish_bucket/input/train/ALB/img_06834.jpg,127,147,424,364
gs://fish_bucket/input/train/ALB/img_06833.jpg,155,156,213,57
gs://fish_bucket/input/train/ALB/img_06826.jpg,150,75,107,489
gs://fish_bucket/input/train/ALB/img_06823.jpg,215,342,700,92
gs://fish_bucket/input/train/ALB/img_06804.jpg,129,66,454,59
gs://fish_bucket/input/train/ALB/img_06797.jpg,214,119,156,260
gs://fish_bucket/input/train/ALB/img_06796.jpg,64,174,249,369
gs://fish_bucket/input/train/ALB/img_06781.jpg,77,176,133,371
gs://fish_bucket/input/train/ALB/img_06774.jpg,121,132,806,271
gs://fish_bucket/input/train/ALB/img_06767.jpg,185,277,356,152
gs://fish_bucket/input/train/ALB/img_06760.jpg,110,115,373,74
gs://fish_bucket/input/train/ALB/img_06758.jpg,95,299,357,255
gs://fish_bucket/input/train/ALB/img_06749.jpg,177,203,299,211
gs://fish_bucket/input/train/ALB/img_06735.jpg,87,106,361,391
gs://fish_bucket/input/train/ALB/img_06727.jpg,139,186,757,202
gs://fish_bucket/input/train/ALB/img_06726.jpg,174,301,853,322
gs://fish_bucket/input/train/ALB/img_06722.jpg,76,133,160,392
gs://fish_bucket/input/train/ALB/img_06721.jpg,47,125,248,419
gs://fish_bucket/input/train/ALB/img_06720.jpg,174,291,852,325
gs://fish_bucket/input/train/ALB/img_06716.jpg,218,384,678,113
gs://fish_bucket/input/train/ALB/img_06714.jpg,56,134,250,420
gs://fish_bucket/input/train/ALB/img_06711.jpg,165,179,524,59
gs://fish_bucket/input/train/ALB/img_06709.jpg,148,78,532,379
gs://fish_bucket/input/train/ALB/img_06707.jpg,145,358,543,148
gs://fish_bucket/input/train/ALB/img_06702.jpg,186,141,586,530
gs://fish_bucket/input/train/ALB/img_06695.jpg,125,258,285,322
gs://fish_bucket/input/train/ALB/img_06694.jpg,94,45,830,262
gs://fish_bucket/input/train/ALB/img_06693.jpg,242,250,830,-2
gs://fish_bucket/input/train/ALB/img_06680.jpg,131,320,272,54
gs://fish_bucket/input/train/ALB/img_06670.jpg,121,504,667,629
gs://fish_bucket/input/train/ALB/img_06668.jpg,99,158,399,405
gs://fish_bucket/input/train/ALB/img_06664.jpg,57,163,280,423
gs://fish_bucket/input/train/ALB/img_06656.jpg,186,270,-2,159
gs://fish_bucket/input/train/ALB/img_06653.jpg,118,376,413,246
gs://fish_bucket/input/train/ALB/img_06652.jpg,168,135,541,420
gs://fish_bucket/input/train/ALB/img_06648.jpg,130,356,577,102
gs://fish_bucket/input/train/ALB/img_06647.jpg,72,173,149,116
gs://fish_bucket/input/train/ALB/img_06645.jpg,188,73,107,473
gs://fish_bucket/input/train/ALB/img_06633.jpg,216,97,206,84
gs://fish_bucket/input/train/ALB/img_06629.jpg,94,116,574,619
gs://fish_bucket/input/train/ALB/img_06627.jpg,125,233,530,77
gs://fish_bucket/input/train/ALB/img_06622.jpg,213,90,101,448
gs://fish_bucket/input/train/ALB/img_06619.jpg,94,51,825,296
gs://fish_bucket/input/train/ALB/img_06607.jpg,170,275,518,37
gs://fish_bucket/input/train/ALB/img_06594.jpg,164,60,310,278
gs://fish_bucket/input/train/ALB/img_06591.jpg,147,227,325,247
gs://fish_bucket/input/train/ALB/img_06589.jpg,85,141,391,431
gs://fish_bucket/input/train/ALB/img_06588.jpg,185,420,624,576
gs://fish_bucket/input/train/ALB/img_06587.jpg,258,189,773,469
gs://fish_bucket/input/train/ALB/img_06583.jpg,70,187,243,329
gs://fish_bucket/input/train/ALB/img_06574.jpg,136,39,583,377
gs://fish_bucket/input/train/ALB/img_06570.jpg,314,120,986,221
gs://fish_bucket/input/train/ALB/img_06568.jpg,215,107,538,453
gs://fish_bucket/input/train/ALB/img_06566.jpg,177,360,670,213
gs://fish_bucket/input/train/ALB/img_06563.jpg,141,303,540,383
gs://fish_bucket/input/train/ALB/img_06562.jpg,162,154,217,55
gs://fish_bucket/input/train/ALB/img_06561.jpg,145,316,227,112
gs://fish_bucket/input/train/ALB/img_06560.jpg,117,125,636,373
gs://fish_bucket/input/train/ALB/img_06554.jpg,114,275,266,209
gs://fish_bucket/input/train/ALB/img_06553.jpg,199,138,673,457
gs://fish_bucket/input/train/ALB/img_06546.jpg,188,384,527,139
gs://fish_bucket/input/train/ALB/img_06545.jpg,99,62,565,569
gs://fish_bucket/input/train/ALB/img_06539.jpg,85,38,992,292
gs://fish_bucket/input/train/ALB/img_06527.jpg,119,54,452,518
gs://fish_bucket/input/train/ALB/img_06518.jpg,137,152,303,132
gs://fish_bucket/input/train/ALB/img_06514.jpg,136,343,555,72
gs://fish_bucket/input/train/ALB/img_06512.jpg,167,152,217,53
gs://fish_bucket/input/train/ALB/img_06503.jpg,176,203,611,447
gs://fish_bucket/input/train/ALB/img_06497.jpg,151,347,418,111
gs://fish_bucket/input/train/ALB/img_06492.jpg,34,91,904,204
gs://fish_bucket/input/train/ALB/img_06479.jpg,325,120,965,154
gs://fish_bucket/input/train/ALB/img_06471.jpg,124,324,823,290
gs://fish_bucket/input/train/ALB/img_06462.jpg,81,50,832,278
gs://fish_bucket/input/train/ALB/img_06461.jpg,205,141,729,517
gs://fish_bucket/input/train/ALB/img_06460.jpg,0,0,0,0
gs://fish_bucket/input/train/ALB/img_06458.jpg,130,127,590,198
gs://fish_bucket/input/train/ALB/img_06450.jpg,181,60,114,472
gs://fish_bucket/input/train/ALB/img_06445.jpg,155,86,104,488
gs://fish_bucket/input/train/ALB/img_06443.jpg,239,189,454,152
gs://fish_bucket/input/train/ALB/img_06439.jpg,117,171,291,216
gs://fish_bucket/input/train/ALB/img_06437.jpg,308,106,951,188
gs://fish_bucket/input/train/ALB/img_06435.jpg,115,91,747,271
gs://fish_bucket/input/train/ALB/img_06422.jpg,121,493,751,628
gs://fish_bucket/input/train/ALB/img_06421.jpg,161,329,758,589
gs://fish_bucket/input/train/ALB/img_06420.jpg,245,274,358,118
gs://fish_bucket/input/train/ALB/img_06405.jpg,119,211,537,71
gs://fish_bucket/input/train/ALB/img_06396.jpg,85,152,358,386
gs://fish_bucket/input/train/ALB/img_06393.jpg,141,381,407,124
gs://fish_bucket/input/train/ALB/img_06390.jpg,144,210,542,63
gs://fish_bucket/input/train/ALB/img_06388.jpg,115,327,785,202
gs://fish_bucket/input/train/ALB/img_06386.jpg,183,118,722,429
gs://fish_bucket/input/train/ALB/img_06383.jpg,173,276,885,168
gs://fish_bucket/input/train/ALB/img_06381.jpg,78,139,513,434
gs://fish_bucket/input/train/ALB/img_06380.jpg,141,56,478,375
gs://fish_bucket/input/train/ALB/img_06377.jpg,155,88,653,348
gs://fish_bucket/input/train/ALB/img_06376.jpg,122,76,533,387
gs://fish_bucket/input/train/ALB/img_06372.jpg,149,146,222,64
gs://fish_bucket/input/train/ALB/img_06367.jpg,173,253,327,144
gs://fish_bucket/input/train/ALB/img_06360.jpg,146,321,852,384
gs://fish_bucket/input/train/ALB/img_06350.jpg,142,227,129,420
gs://fish_bucket/input/train/ALB/img_06347.jpg,193,193,308,192
gs://fish_bucket/input/train/ALB/img_06344.jpg,160,151,219,55
gs://fish_bucket/input/train/ALB/img_06340.jpg,81,97,561,589
gs://fish_bucket/input/train/ALB/img_06338.jpg,159,201,233,209
gs://fish_bucket/input/train/ALB/img_06319.jpg,43,132,331,469
gs://fish_bucket/input/train/ALB/img_06313.jpg,75,293,446,139
gs://fish_bucket/input/train/ALB/img_06307.jpg,70,149,271,361
gs://fish_bucket/input/train/ALB/img_06301.jpg,63,141,261,358
gs://fish_bucket/input/train/ALB/img_06298.jpg,138,106,87,497
gs://fish_bucket/input/train/ALB/img_06293.jpg,97,58,828,289
gs://fish_bucket/input/train/ALB/img_06286.jpg,132,309,851,397
gs://fish_bucket/input/train/ALB/img_06282.jpg,142,347,605,113
gs://fish_bucket/input/train/ALB/img_06279.jpg,79,179,252,331
gs://fish_bucket/input/train/ALB/img_06263.jpg,162,329,622,80
gs://fish_bucket/input/train/ALB/img_06260.jpg,180,75,104,472
gs://fish_bucket/input/train/ALB/img_06254.jpg,147,102,625,347
gs://fish_bucket/input/train/ALB/img_06252.jpg,201,327,328,189
gs://fish_bucket/input/train/ALB/img_06247.jpg,65,66,441,423
